city_name,neighbourhood_name,period_label,dominant_room_type,room_type_entropy,reviews_last_twelve_months_median,reviews_last_twelve_months_median_abs_deviation,host_listing_count_median,host_listing_count_median_abs_deviation,accommodates_count_median,accommodates_count_median_abs_deviation,nightly_price_median,nightly_price_median_abs_deviation,total_reviews_median,total_reviews_median_abs_deviation,rating_score_median,rating_score_median_abs_deviation,accuracy_score_median,accuracy_score_median_abs_deviation,cleanliness_score_median,cleanliness_score_median_abs_deviation,checkin_score_median,checkin_score_median_abs_deviation,communication_score_median,communication_score_median_abs_deviation,location_score_median,location_score_median_abs_deviation,value_score_median,value_score_median_abs_deviation,reviews_per_month_median,reviews_per_month_median_abs_deviation,latitude_median,latitude_median_abs_deviation,longitude_median,longitude_median_abs_deviation
Milano,CHIARAVALLE,Early Summer,Entire home/apt,1.0,7.5,2.5,2.0,1.0,2.5,0.5,58.0,7.0,8.0,3.0,4.7,0.3,4.7,0.1,4.45,0.25,4.8,0.2,5.0,0.0,4.9,0.1,4.85,0.05,2.92,2.08,45.4172,0.0001,9.2394,0.0005
Milano,CHIARAVALLE,Early Winter,Entire home/apt,-0.0,0.0,0.0,3.0,0.0,2.0,0.0,87.0,2.0,2.0,0.0,5.0,0.0,5.0,0.0,4.5,0.5,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,0.13,0.11,45.4148,0.0001,9.2405,0.0006
Milano,CITTA' STUDI,Early Spring,Entire home/apt,0.6752,5.0,4.0,2.0,1.0,3.0,1.0,90.0,23.0,12.0,10.0,4.86,0.14,4.89,0.11,4.86,0.14,4.92,0.08,4.97,0.03,4.76,0.14,4.69,0.19,0.77,0.58,45.4797,0.0057,9.2305,0.0029
Milano,CITTA' STUDI,Early Summer,Entire home/apt,0.6283,4.0,4.0,2.0,1.0,3.0,1.0,90.0,20.0,11.0,9.0,4.86,0.14,4.89,0.11,4.85,0.15,4.94,0.06,4.96,0.04,4.77,0.14,4.69,0.2,0.82,0.63,45.4785,0.006,9.2308,0.0031
Milano,CITTA' STUDI,Early Winter,Entire home/apt,0.7862,3.0,3.0,2.0,1.0,2.0,1.0,90.0,18.0,9.0,8.0,4.86,0.14,4.9,0.1,4.86,0.14,4.94,0.06,4.98,0.02,4.76,0.17,4.71,0.21,0.64,0.53,45.4797,0.0055,9.2309,0.0029
Milano,COMASINA,Early Spring,Entire home/apt,0.9984,5.0,5.0,2.0,1.0,2.0,1.0,78.0,25.0,22.0,18.0,4.93,0.07,4.91,0.09,4.94,0.06,4.94,0.06,4.97,0.03,4.75,0.17,4.81,0.16,1.32,0.68,45.5271,0.0018,9.1621,0.0017
Milano,COMASINA,Early Summer,Entire home/apt,0.994,4.5,4.5,2.0,1.0,2.0,0.5,81.5,15.5,25.5,21.5,4.945,0.055,4.935,0.065,4.92,0.08,4.94,0.06,4.98,0.02,4.765,0.235,4.81,0.18,1.135,0.71,45.5272,0.0014,9.162,0.0015
Milano,COMASINA,Early Winter,Entire home/apt,0.9923,7.0,7.0,2.0,1.0,2.0,0.0,79.5,24.5,20.0,16.0,4.86,0.12,4.94,0.06,4.94,0.06,4.94,0.06,4.97,0.03,4.76,0.18,4.77,0.13,1.42,1.2,45.5263,0.0022,9.1624,0.0009
Milano,CORSICA,Early Spring,Entire home/apt,0.5436,5.5,5.5,2.0,1.0,3.0,1.0,89.0,23.0,13.0,10.0,4.85,0.15,4.89,0.11,4.88,0.12,4.925,0.075,4.94,0.06,4.7,0.185,4.71,0.195,0.73,0.58,45.4644,0.0017,9.2304,0.0022
Milano,CORSICA,Early Summer,Entire home/apt,0.5917,5.0,4.5,2.0,1.0,3.0,1.0,89.0,21.0,11.5,9.5,4.86,0.14,4.895,0.105,4.89,0.11,4.915,0.085,4.96,0.04,4.71,0.19,4.72,0.18,0.755,0.585,45.4642,0.0017,9.2301,0.0023
Milano,CORSICA,Early Winter,Entire home/apt,0.7614,4.0,4.0,2.0,1.0,3.0,1.0,89.0,21.5,10.0,8.0,4.855,0.145,4.915,0.085,4.875,0.125,4.925,0.075,4.96,0.04,4.685,0.185,4.715,0.215,0.67,0.55,45.4645,0.0017,9.2301,0.002
Venezia,Ca' Emiliani,Early Autumn,Private room,-0.0,15.5,13.0,2.0,0.5,3.0,1.0,55.0,0.0,48.0,17.0,4.145,0.28,4.225,0.18,4.345,0.135,4.385,0.265,4.105,0.21,3.88,0.325,4.1,0.295,1.28,0.67,45.4602,0.0009,12.2172,0.0013
Venezia,Ca' Emiliani,Early Spring,Private room,0.7219,2.0,0.0,2.0,0.0,4.0,2.0,55.0,0.0,10.0,8.0,4.0,0.3,4.1,0.17,4.29,0.19,4.53,0.39,4.18,0.32,4.02,0.52,4.0,0.31,0.91,0.47,45.4602,0.0008,12.2181,0.0026
Venezia,Ca' Emiliani,Early Summer,Private room,0.7219,4.0,1.0,2.0,1.0,4.0,2.0,55.0,0.0,25.0,14.0,4.25,0.38,4.25,0.07,4.31,0.06,4.54,0.42,4.21,0.29,4.06,0.61,4.25,0.41,0.89,0.47,45.4602,0.0008,12.2181,0.0026
Venezia,Ca' Emiliani,Early Winter,Private room,0.7219,2.0,1.0,2.0,0.0,4.0,2.0,53.0,2.0,9.0,8.0,4.36,0.64,4.24,0.38,4.22,0.12,4.53,0.42,4.17,0.5,4.0,0.48,4.24,0.76,1.0,0.53,45.4602,0.0008,12.2181,0.0026
Venezia,Ca' Sabbioni,Early Autumn,Entire home/apt,-0.0,0.0,0.0,1.0,0.0,6.0,0.0,100.0,0.0,25.0,0.0,5.0,0.0,4.96,0.0,4.96,0.0,5.0,0.0,4.96,0.0,4.88,0.0,4.96,0.0,0.39,0.0,45.4576,0.0,12.186,0.0
Venezia,Ca' Sabbioni,Early Spring,Entire home/apt,-0.0,0.0,0.0,1.0,0.0,6.0,0.0,100.0,0.0,25.0,0.0,5.0,0.0,4.96,0.0,4.96,0.0,5.0,0.0,4.96,0.0,4.88,0.0,4.96,0.0,0.43,0.0,45.4576,0.0,12.186,0.0
Venezia,Ca' Sabbioni,Early Summer,Entire home/apt,-0.0,0.0,0.0,1.0,0.0,6.0,0.0,100.0,0.0,25.0,0.0,5.0,0.0,4.96,0.0,4.96,0.0,5.0,0.0,4.96,0.0,4.88,0.0,4.96,0.0,0.41,0.0,45.4576,0.0,12.186,0.0
Venezia,Ca' Sabbioni,Early Winter,Entire home/apt,-0.0,0.0,0.0,1.0,0.0,6.0,0.0,100.0,0.0,25.0,0.0,5.0,0.0,4.96,0.0,4.96,0.0,5.0,0.0,4.96,0.0,4.88,0.0,4.96,0.0,0.46,0.0,45.4576,0.0,12.186,0.0
Venezia,Campalto,Early Autumn,Entire home/apt,1.0,12.5,12.0,9.0,7.0,2.5,0.5,116.0,22.0,28.0,26.5,4.735,0.165,4.915,0.085,4.835,0.125,4.96,0.04,4.955,0.045,4.745,0.225,4.725,0.215,1.45,1.285,45.4869,0.0006,12.2958,0.0006
Venezia,Campalto,Early Spring,Private room,0.9911,8.0,8.0,3.0,2.0,2.0,0.0,95.5,25.0,18.0,15.5,4.775,0.145,4.915,0.085,4.79,0.105,4.945,0.055,4.91,0.075,4.745,0.17,4.77,0.195,1.04,0.875,45.4867,0.0006,12.2957,0.0008
Venezia,Campalto,Early Summer,Entire home/apt,0.9887,18.5,11.5,2.5,1.5,2.5,0.5,108.0,24.0,23.5,16.0,4.71,0.16,4.82,0.145,4.755,0.115,4.89,0.11,4.925,0.075,4.735,0.19,4.72,0.2,1.91,1.38,45.4866,0.0008,12.2959,0.0008
Venezia,Campalto,Early Winter,Private room,0.9911,7.5,7.0,3.0,2.0,2.0,0.0,95.5,37.5,15.0,12.5,4.78,0.125,4.905,0.095,4.775,0.12,4.95,0.05,4.895,0.085,4.745,0.17,4.755,0.19,1.275,1.02,45.4867,0.0006,12.2957,0.0008
Venezia,Campalto Bagaron,Early Autumn,Entire home/apt,0.9183,10.0,5.0,5.0,0.0,2.5,0.5,89.5,1.0,70.5,27.5,4.895,0.05,4.915,0.03,4.95,0.035,4.935,0.025,4.875,0.06,4.82,0.04,4.86,0.065,1.505,0.81,45.4844,0.0004,12.2894,0.0011
Venezia,Campalto Bagaron,Early Spring,Entire home/apt,0.9183,19.0,9.5,4.0,0.0,2.5,0.5,75.0,0.5,66.5,44.5,4.9,0.06,4.915,0.05,4.955,0.03,4.935,0.015,4.87,0.07,4.82,0.04,4.865,0.07,1.62,0.66,45.4844,0.0004,12.2894,0.0011
Venezia,Campalto Bagaron,Early Summer,Entire home/apt,0.9183,17.0,12.0,4.0,0.0,2.5,0.5,104.5,23.0,69.5,34.5,4.905,0.045,4.915,0.035,4.96,0.025,4.935,0.025,4.87,0.085,4.83,0.03,4.87,0.065,1.56,0.68,45.4844,0.0004,12.2894,0.0011
Venezia,Campalto Bagaron,Early Winter,Entire home/apt,0.9183,16.5,8.0,4.0,0.0,2.5,0.5,73.0,4.0,65.5,46.5,4.9,0.06,4.915,0.055,4.955,0.03,4.94,0.015,4.87,0.075,4.815,0.04,4.865,0.06,1.7,0.665,45.4844,0.0004,12.2894,0.0011
Venezia,Campalto CEP,Early Autumn,Private room,0.7219,8.0,6.0,7.0,0.0,2.0,0.0,61.0,1.0,8.0,6.0,4.51,0.26,4.55,0.17,4.69,0.31,4.75,0.12,4.68,0.18,4.47,0.09,4.39,0.34,2.96,1.81,45.4793,0.0,12.2895,0.0
Venezia,Campalto CEP,Early Spring,Entire home/apt,0.9183,1.0,0.0,2.0,1.0,7.0,0.0,83.0,18.0,8.0,7.0,4.51,0.49,4.6,0.4,4.7,0.3,4.73,0.27,4.0,0.37,4.0,0.12,3.25,0.25,0.42,0.3,45.4806,0.0003,12.2882,0.0029
Venezia,Campalto CEP,Early Summer,Entire home/apt,1.0,22.5,21.5,1.5,0.5,4.5,2.5,112.5,47.5,56.5,55.5,4.755,0.245,4.8,0.2,4.85,0.15,4.855,0.145,4.34,0.34,4.275,0.275,3.715,0.715,2.115,1.925,45.4805,0.0002,12.2867,0.0015
Venezia,Campalto CEP,Early Winter,Entire home/apt,-0.0,30.5,29.5,8.5,7.5,7.0,0.0,124.0,36.0,55.0,47.0,3.885,0.635,3.925,0.675,3.97,0.72,4.49,0.24,4.15,0.52,4.215,0.335,3.845,0.595,2.405,2.275,45.481,0.0007,12.2906,0.0053
Venezia,Campalto Gobbi,Early Autumn,Entire home/apt,-0.0,20.0,16.0,10.0,9.0,5.0,1.0,95.0,20.0,62.0,17.0,4.75,0.12,4.66,0.16,4.65,0.26,4.58,0.08,4.75,0.12,4.75,0.11,4.55,0.05,3.24,1.02,45.4919,0.0001,12.293,0.0
Venezia,Campalto Gobbi,Early Spring,Entire home/apt,-0.0,28.0,4.0,9.0,8.0,4.0,0.0,71.0,1.0,33.0,15.0,4.83,0.11,4.67,0.04,4.83,0.11,4.67,0.17,4.83,0.11,4.56,0.06,4.83,0.02,2.19,0.44,45.4945,0.0005,12.2902,0.0028
Venezia,Campalto Gobbi,Early Summer,Entire home/apt,-0.0,27.0,11.0,10.0,9.0,4.0,0.0,73.0,1.0,57.0,1.0,4.81,0.1,4.69,0.05,4.75,0.13,4.69,0.14,4.88,0.05,4.59,0.21,4.63,0.11,2.33,0.72,45.4945,0.0005,12.2902,0.0028
Venezia,Campalto Gobbi,Early Winter,Entire home/apt,-0.0,28.0,2.0,7.0,6.0,4.0,0.0,80.0,0.0,30.0,18.0,4.75,0.17,4.75,0.12,4.93,0.07,4.5,0.0,4.75,0.18,4.56,0.21,4.83,0.17,2.54,0.6,45.4945,0.0005,12.2902,0.0028
Firenze,Campo di Marte,Early Spring,Entire home/apt,0.9425,10.0,9.0,2.0,1.0,3.0,1.0,99.0,29.0,24.0,20.0,4.86,0.13,4.89,0.11,4.89,0.11,4.93,0.07,4.94,0.06,4.7,0.14,4.77,0.13,1.0,0.71,43.7787,0.0068,11.2756,0.0057
Firenze,Campo di Marte,Early Summer,Entire home/apt,0.9343,9.0,8.0,2.0,1.0,3.0,1.0,106.0,31.0,24.0,20.0,4.86,0.14,4.89,0.11,4.89,0.11,4.93,0.07,4.945,0.055,4.71,0.15,4.76,0.135,1.24,0.9,43.7784,0.0067,11.2754,0.0054
Firenze,Campo di Marte,Early Winter,Entire home/apt,0.9698,8.0,8.0,2.0,1.0,3.0,1.0,99.0,26.0,23.0,19.0,4.85,0.13,4.89,0.11,4.89,0.11,4.93,0.07,4.94,0.06,4.69,0.14,4.76,0.13,1.0,0.75,43.779,0.0069,11.2754,0.0055
Venezia,Cannaregio,Early Autumn,Entire home/apt,0.8003,15.0,14.0,4.0,3.0,4.0,1.0,173.0,40.0,58.0,53.0,4.8,0.13,4.86,0.1,4.85,0.12,4.88,0.1,4.89,0.1,4.91,0.06,4.71,0.14,1.64,1.14,45.4431,0.0018,12.332,0.0054
Venezia,Cannaregio,Early Spring,Entire home/apt,0.7947,15.0,14.0,4.0,3.0,4.0,1.0,144.0,32.0,56.0,50.0,4.8,0.13,4.86,0.1,4.85,0.12,4.88,0.09,4.89,0.09,4.91,0.06,4.72,0.14,1.58,1.135,45.4431,0.0017,12.3316,0.0054
Venezia,Cannaregio,Early Summer,Entire home/apt,0.7774,15.0,14.0,4.0,3.0,4.0,1.0,165.0,37.0,56.0,50.0,4.81,0.13,4.86,0.1,4.85,0.12,4.88,0.09,4.89,0.09,4.91,0.06,4.71,0.14,1.69,1.18,45.4431,0.0018,12.3316,0.0054
Venezia,Cannaregio,Early Winter,Entire home/apt,0.8041,16.0,15.0,4.0,3.0,4.0,1.0,130.0,36.0,55.5,50.5,4.8,0.13,4.86,0.1,4.84,0.12,4.88,0.09,4.88,0.1,4.91,0.06,4.71,0.14,1.68,1.2,45.4432,0.0017,12.3315,0.0053
Venezia,Carpenedo,Early Autumn,Entire home/apt,0.7328,14.0,13.0,2.0,1.0,4.0,1.0,87.0,13.0,35.0,33.0,4.83,0.12,4.87,0.1,4.9,0.1,4.91,0.09,4.95,0.05,4.75,0.11,4.8,0.11,1.92,1.48,45.5036,0.0015,12.2558,0.0064
Venezia,Carpenedo,Early Spring,Entire home/apt,0.7025,15.0,15.0,2.0,1.0,4.0,1.0,85.0,15.0,41.0,39.0,4.83,0.13,4.89,0.08,4.91,0.09,4.91,0.08,4.94,0.06,4.75,0.09,4.8,0.11,1.34,0.92,45.5037,0.0017,12.2547,0.0045
Venezia,Carpenedo,Early Summer,Entire home/apt,0.6723,14.5,14.5,2.0,1.0,4.0,1.0,86.5,11.5,41.5,38.5,4.835,0.115,4.885,0.085,4.91,0.09,4.915,0.08,4.95,0.05,4.755,0.095,4.79,0.105,1.545,1.135,45.5035,0.0017,12.2546,0.0049
Venezia,Carpenedo,Early Winter,Entire home/apt,0.7409,15.5,15.5,2.0,1.0,4.0,1.0,80.0,16.5,42.5,38.5,4.83,0.12,4.89,0.08,4.905,0.08,4.9,0.075,4.93,0.055,4.72,0.085,4.775,0.105,1.465,1.01,45.5035,0.0016,12.2548,0.0055
Venezia,Case Dosa,Early Autumn,Entire home/apt,-0.0,10.0,0.0,3.0,0.0,2.0,0.0,100.0,0.0,333.0,0.0,4.7,0.0,4.79,0.0,4.82,0.0,4.92,0.0,4.84,0.0,4.49,0.0,4.72,0.0,4.42,0.0,45.4979,0.0,12.1964,0.0
Venezia,Case Dosa,Early Spring,Entire home/apt,-0.0,7.0,0.0,4.0,0.0,2.0,0.0,110.0,0.0,325.0,0.0,4.69,0.0,4.79,0.0,4.82,0.0,4.92,0.0,4.84,0.0,4.49,0.0,4.72,0.0,4.68,0.0,45.4979,0.0,12.1964,0.0
Venezia,Case Dosa,Early Summer,Entire home/apt,-0.0,6.0,0.0,4.0,0.0,2.0,0.0,110.0,0.0,327.0,0.0,4.69,0.0,4.79,0.0,4.82,0.0,4.92,0.0,4.84,0.0,4.49,0.0,4.72,0.0,4.52,0.0,45.4979,0.0,12.1964,0.0
Venezia,Case Dosa,Early Winter,Entire home/apt,-0.0,7.0,0.0,4.0,0.0,2.0,0.0,53.0,0.0,324.0,0.0,4.69,0.0,4.79,0.0,4.81,0.0,4.92,0.0,4.84,0.0,4.49,0.0,4.72,0.0,4.88,0.0,45.4979,0.0,12.1964,0.0
Venezia,Castello,Early Autumn,Entire home/apt,0.585,10.0,9.0,4.0,3.0,4.0,1.0,189.0,50.0,43.0,39.0,4.81,0.14,4.86,0.11,4.85,0.12,4.89,0.09,4.9,0.1,4.92,0.07,4.7,0.14,1.19,0.9,45.4355,0.0018,12.3469,0.0049
Venezia,Castello,Early Spring,Entire home/apt,0.6217,11.0,10.0,4.0,3.0,4.0,1.0,150.0,39.5,46.0,40.0,4.81,0.14,4.86,0.11,4.86,0.12,4.88,0.1,4.9,0.1,4.92,0.06,4.71,0.14,1.045,0.805,45.4356,0.0018,12.3467,0.0047
Venezia,Castello,Early Summer,Entire home/apt,0.6128,9.0,9.0,5.0,4.0,4.0,1.0,176.0,44.0,44.0,39.0,4.82,0.14,4.86,0.11,4.85,0.12,4.89,0.1,4.9,0.1,4.92,0.07,4.7,0.14,1.15,0.87,45.4355,0.0018,12.3468,0.0047
Venezia,Castello,Early Winter,Entire home/apt,0.6469,11.0,10.0,5.0,4.0,4.0,1.0,135.5,39.5,45.0,39.0,4.8,0.14,4.85,0.11,4.85,0.12,4.88,0.1,4.89,0.1,4.92,0.065,4.7,0.14,1.105,0.845,45.4356,0.0018,12.3467,0.0047
Firenze,Centro Storico,Early Spring,Entire home/apt,0.614,16.0,14.0,5.0,4.0,4.0,1.0,144.0,47.0,40.0,35.0,4.81,0.14,4.87,0.11,4.86,0.12,4.9,0.1,4.92,0.08,4.93,0.07,4.76,0.14,1.47,1.04,43.7717,0.0035,11.254,0.0058
Firenze,Centro Storico,Early Summer,Entire home/apt,0.6002,15.0,13.0,5.0,4.0,4.0,1.0,162.0,52.0,38.0,33.0,4.81,0.14,4.87,0.11,4.86,0.12,4.9,0.1,4.92,0.08,4.93,0.07,4.75,0.15,1.57,1.12,43.7718,0.0036,11.254,0.0059
Firenze,Centro Storico,Early Winter,Entire home/apt,0.6681,13.0,12.0,5.0,4.0,4.0,1.0,128.0,42.0,35.0,31.0,4.8,0.15,4.86,0.12,4.85,0.13,4.9,0.1,4.92,0.08,4.93,0.07,4.75,0.15,1.39,1.06,43.7718,0.0036,11.2539,0.0058
Napoli,Chiaia,Early Spring,Entire home/apt,0.7752,5.0,5.0,2.0,1.0,4.0,1.0,99.0,29.0,11.0,10.0,4.85,0.15,4.88,0.12,4.855,0.145,4.93,0.07,4.97,0.03,4.87,0.13,4.76,0.19,0.77,0.57,40.8358,0.0018,14.2322,0.0079
Napoli,Chiaia,Early Summer,Entire home/apt,0.7915,5.0,4.0,2.0,1.0,4.0,1.0,100.0,23.0,10.0,9.0,4.84,0.16,4.88,0.12,4.85,0.15,4.93,0.07,4.97,0.03,4.88,0.12,4.76,0.19,0.81,0.63,40.8357,0.0018,14.2323,0.0079
Napoli,Chiaia,Early Winter,Entire home/apt,0.8337,5.0,5.0,2.0,1.0,4.0,1.0,100.0,30.0,10.0,9.0,4.84,0.16,4.87,0.13,4.84,0.16,4.93,0.07,4.96,0.04,4.87,0.13,4.76,0.2,0.79,0.6,40.8356,0.0019,14.2325,0.0077
Napoli,Chiaiano,Early Spring,Entire home/apt,0.994,1.0,1.0,4.0,3.0,4.0,0.0,70.0,17.0,5.0,2.0,4.8,0.2,4.8,0.2,4.8,0.2,4.88,0.12,5.0,0.0,4.5,0.28,4.75,0.15,0.35,0.3,40.8723,0.0081,14.2192,0.0023
Napoli,Chiaiano,Early Summer,Entire home/apt,0.9799,2.5,2.5,1.5,0.5,4.0,0.0,70.0,11.5,5.5,2.5,4.845,0.155,4.82,0.18,4.895,0.105,4.885,0.115,4.985,0.015,4.53,0.145,4.73,0.16,0.445,0.4,40.8789,0.0118,14.2187,0.0037
Napoli,Chiaiano,Early Winter,Entire home/apt,1.325,1.5,1.5,2.5,1.5,3.5,0.5,65.0,27.0,3.5,2.5,4.84,0.16,4.815,0.185,4.98,0.02,4.96,0.04,5.0,0.0,4.5,0.23,4.765,0.175,0.505,0.45,40.8692,0.0051,14.2192,0.0037
Venezia,Chirignago,Early Autumn,Entire home/apt,0.5907,7.0,7.0,2.0,1.0,4.0,1.0,100.0,10.0,48.0,31.0,4.87,0.12,4.88,0.11,4.93,0.07,4.87,0.1,4.91,0.08,4.65,0.13,4.75,0.14,2.16,1.38,45.4839,0.0012,12.1979,0.0063
Venezia,Chirignago,Early Spring,Entire home/apt,0.3534,10.0,10.0,2.0,1.0,4.0,1.0,100.0,18.0,50.0,31.0,4.88,0.12,4.92,0.06,4.93,0.07,4.92,0.08,4.86,0.06,4.67,0.13,4.85,0.12,1.11,0.87,45.4837,0.001,12.1979,0.0072
Venezia,Chirignago,Early Summer,Entire home/apt,0.3534,9.0,9.0,2.0,1.0,4.0,1.0,100.0,4.0,54.0,32.0,4.83,0.12,4.86,0.08,4.91,0.08,4.87,0.06,4.86,0.05,4.65,0.12,4.73,0.15,2.0,1.2,45.4838,0.0012,12.2021,0.0037
Venezia,Chirignago,Early Winter,Entire home/apt,0.6402,8.0,8.0,2.0,1.0,4.0,1.0,92.0,17.0,49.0,33.0,4.9,0.1,4.94,0.06,4.94,0.06,4.94,0.06,4.9,0.08,4.67,0.13,4.88,0.12,0.86,0.77,45.4837,0.0007,12.1923,0.0056
Venezia,Cipressina,Early Autumn,Entire home/apt,0.8631,12.0,12.0,1.0,0.0,4.0,1.0,100.0,39.0,68.0,41.0,4.92,0.06,4.93,0.06,4.96,0.04,4.85,0.09,4.92,0.08,4.7,0.05,4.89,0.05,1.88,1.28,45.4999,0.0018,12.2289,0.0007
Venezia,Cipressina,Early Spring,Entire home/apt,0.7642,9.0,8.0,1.0,0.0,4.0,1.0,100.0,23.0,9.0,8.0,4.92,0.08,4.93,0.07,4.97,0.03,4.9,0.1,4.76,0.24,4.51,0.19,4.84,0.16,0.98,0.71,45.4999,0.0016,12.2289,0.0014
Venezia,Cipressina,Early Summer,Entire home/apt,0.7642,11.0,8.0,1.0,0.0,4.0,1.0,100.0,40.0,18.0,16.0,4.92,0.08,4.93,0.07,4.96,0.04,4.83,0.11,4.89,0.11,4.67,0.06,4.89,0.11,0.95,0.74,45.4999,0.0016,12.2289,0.0014
Venezia,Cipressina,Early Winter,Entire home/apt,0.8113,10.0,7.0,1.0,0.0,4.0,1.5,85.0,20.5,10.0,7.5,4.89,0.11,4.795,0.19,4.975,0.025,4.965,0.035,4.835,0.165,4.585,0.2,4.755,0.205,1.225,1.035,45.5007,0.0016,12.2285,0.0015
Milano,DE ANGELI - MONTE ROSA,Early Spring,Entire home/apt,0.3604,8.0,7.0,4.0,3.0,4.0,1.0,105.0,24.0,15.0,12.0,4.84,0.16,4.87,0.13,4.85,0.15,4.93,0.07,4.95,0.05,4.86,0.14,4.67,0.2,1.11,0.81,45.4731,0.0045,9.1483,0.0024
Milano,DE ANGELI - MONTE ROSA,Early Summer,Entire home/apt,0.3735,7.0,6.0,3.0,2.0,4.0,1.0,109.0,29.0,13.0,11.0,4.85,0.15,4.88,0.12,4.87,0.13,4.93,0.07,4.95,0.05,4.85,0.15,4.67,0.18,1.12,0.82,45.4736,0.0046,9.1484,0.0025
Milano,DE ANGELI - MONTE ROSA,Early Winter,Entire home/apt,0.4555,5.0,5.0,3.0,2.0,3.0,1.0,106.0,26.0,12.0,10.0,4.85,0.15,4.89,0.11,4.86,0.14,4.94,0.06,4.96,0.04,4.88,0.12,4.67,0.21,0.96,0.78,45.4734,0.0047,9.1483,0.0023
Milano,DERGANO,Early Spring,Entire home/apt,0.6331,3.5,3.5,2.0,1.0,3.0,1.0,85.0,17.5,9.0,8.0,4.89,0.11,4.92,0.08,4.9,0.1,4.94,0.06,4.98,0.02,4.645,0.22,4.77,0.23,0.65,0.485,45.5015,0.0024,9.1781,0.0034
Milano,DERGANO,Early Summer,Entire home/apt,0.5599,3.0,3.0,2.0,1.0,3.0,1.0,85.0,17.5,8.0,6.0,4.9,0.1,4.91,0.09,4.905,0.095,4.93,0.07,5.0,0.0,4.64,0.235,4.75,0.25,0.775,0.555,45.5015,0.0024,9.1784,0.0034
Milano,DERGANO,Early Winter,Entire home/apt,0.7847,2.0,2.0,2.0,1.0,2.0,1.0,85.0,16.0,9.0,7.0,4.88,0.12,4.9,0.1,4.88,0.12,4.94,0.06,4.97,0.03,4.63,0.21,4.7,0.22,0.56,0.47,45.5014,0.0024,9.178,0.0035
Milano,DUOMO,Early Spring,Entire home/apt,0.3906,7.0,6.0,20.0,19.0,4.0,2.0,180.0,55.0,19.0,17.0,4.78,0.2,4.83,0.16,4.83,0.17,4.86,0.14,4.88,0.12,4.96,0.04,4.67,0.2,1.1,0.86,45.4622,0.0022,9.1871,0.0052
Milano,DUOMO,Early Summer,Entire home/apt,0.4135,7.0,7.0,20.0,19.0,4.0,2.0,182.0,57.0,19.5,17.5,4.77,0.19,4.83,0.16,4.83,0.17,4.84,0.16,4.88,0.12,4.96,0.04,4.67,0.19,1.15,0.91,45.4623,0.0022,9.187,0.0053
Milano,DUOMO,Early Winter,Entire home/apt,0.4202,7.0,7.0,15.0,14.0,4.0,1.5,166.0,48.0,20.0,18.0,4.75,0.21,4.82,0.16,4.825,0.175,4.85,0.15,4.87,0.13,4.96,0.04,4.65,0.21,1.05,0.86,45.4621,0.0022,9.1867,0.0052
Venezia,Dese,Early Spring,Private room,-0.0,1.0,0.0,7.0,0.0,16.0,0.0,160.0,0.0,1.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,4.0,0.0,5.0,0.0,0.13,0.0,45.5312,0.0,12.3049,0.0
Venezia,Dese,Early Summer,Private room,-0.0,2.0,0.0,7.0,0.0,16.0,0.0,185.0,0.0,2.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,4.5,0.0,5.0,0.0,0.19,0.0,45.5312,0.0,12.3049,0.0
Venezia,Dese,Early Winter,Private room,-0.0,1.0,0.0,7.0,0.0,16.0,0.0,160.0,0.0,1.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,5.0,0.0,4.0,0.0,5.0,0.0,0.21,0.0,45.5312,0.0,12.3049,0.0
Venezia,Dorsoduro,Early Autumn,Entire home/apt,0.7092,15.0,12.0,4.0,3.0,4.0,2.0,181.0,46.0,58.0,49.0,4.85,0.11,4.88,0.09,4.88,0.1,4.89,0.08,4.91,0.08,4.91,0.06,4.74,0.14,1.395,0.93,45.4326,0.0016,12.3245,0.0031
Venezia,Dorsoduro,Early Spring,Entire home/apt,0.7357,15.0,12.0,4.0,3.0,4.0,2.0,160.0,41.0,45.0,39.0,4.84,0.12,4.88,0.09,4.88,0.1,4.89,0.09,4.91,0.09,4.92,0.07,4.72,0.14,1.24,0.85,45.4326,0.0016,12.3246,0.0034
Venezia,Dorsoduro,Early Summer,Entire home/apt,0.7287,16.0,13.0,4.0,3.0,4.0,2.0,172.5,42.5,50.0,43.0,4.85,0.11,4.88,0.09,4.88,0.1,4.89,0.09,4.915,0.085,4.92,0.06,4.73,0.13,1.345,0.965,45.4326,0.0016,12.3245,0.0032
Venezia,Dorsoduro,Early Winter,Entire home/apt,0.7202,14.0,12.0,4.0,3.0,4.0,1.0,146.0,47.0,45.0,40.0,4.84,0.12,4.88,0.09,4.88,0.11,4.89,0.09,4.91,0.09,4.92,0.07,4.73,0.14,1.31,0.91,45.4326,0.0016,12.3246,0.0033
Milano,EX OM - MORIVIONE,Early Spring,Entire home/apt,0.7522,5.0,5.0,3.0,2.0,2.0,1.0,80.0,23.0,9.0,7.0,4.885,0.115,4.94,0.06,4.93,0.07,4.955,0.045,5.0,0.0,4.67,0.225,4.75,0.25,0.64,0.55,45.4399,0.0015,9.1931,0.0034
